BSEID,NSEID,ISIN,industry,MARKET CAP,q_rank,q_txt,v_rank,v_txt,f_txt,tech_score,tech_txt,score,scoreText,prevScoreText
543599,KSOLVES,INE0D6I01023,Computers - Software & Consulting,Rs 816 Cr (Micro Cap),,Average,,Fair,Negative,-1.19,Bearish,26.0,Strong Sell,Sell
544055,MUTHOOTMF,INE046W01019,Finance,"Rs 2,286 Cr (Small Cap)",,Average,,Very Expensive,Very Negative,-0.22,Mildly Bearish,30.0,Sell,Strong Sell
543220,MAXHEALTH,INE027H01010,Hospital,"Rs 1,16,463 Cr (Large Cap)",,Good,,Very Expensive,Flat,1.17,Bullish,65.0,Hold,Sell
544140,GOPAL,INE0L9R01028,FMCG,"Rs 4,621 Cr (Small Cap)",,Good,,Very Expensive,Negative,0.22,Mildly Bullish,51.0,Hold,Sell
505720,HERCULES,INE688E01024,Industrial Manufacturing,Rs 608 Cr (Micro Cap),55,Does not qualify,0,Risky,Flat,-0.17,Mildly Bearish,0.0,Not Rated,Strong Sell
544138,JGCHEM,INE0MB501011,Commodity Chemicals,"Rs 1,464 Cr (Small Cap)",,Average,,Very Attractive,Positive,0.17,Mildly Bullish,67.0,Hold,Sell
544133,EXICOM,INE777F01014,Heavy Electrical Equipment,"Rs 2,370 Cr (Small Cap)",,Below Average,,Risky,Very Negative,0.22,Mildly Bullish,22.0,Strong Sell,Sell
544044,INDIASHLTR,INE922K01024,Housing Finance Company,"Rs 9,482 Cr (Mid Cap)",,Good,,Fair,Very Positive,1.39,Bullish,81.0,Strong Buy,Buy
500330,RAYMOND,INE301A01014,Realty,"Rs 3,936 Cr (Small Cap)",5,Average,0,Very Attractive,Negative,-1.33,Bearish,31.0,Sell,Hold
523391,NAHARPOLY,INE308A01027,Packaging,Rs 868 Cr (Micro Cap),84,Average,1,Fair,Very Positive,1.5,Bullish,74.0,Buy,Hold
534600,JTLIND,INE391J01032,Iron & Steel Products,"Rs 2,960 Cr (Small Cap)",35,Good,-1,Fair,Negative,-0.28,Mildly Bearish,38.0,Sell,Hold
543214,NDRAUTO,INE07OG01012,Auto Components & Equipments,"Rs 2,346 Cr (Small Cap)",,Average,,Expensive,Positive,1.33,Bullish,65.0,Hold,Sell
524000,POONAWALLA,INE511C01022,Non Banking Financial Company (NBFC),"Rs 32,425 Cr (Large Cap)",31,Average,2,Very Expensive,Flat,1.11,Bullish,58.0,Hold,Sell
543213,ROSSARI,INE02A801020,Specialty Chemicals,"Rs 3,712 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.39,Mildly Bearish,52.0,Hold,Sell
543187,POWERINDIA,INE07Y701011,Heavy Electrical Equipment,"Rs 76,245 Cr (Large Cap)",,Average,,Very Expensive,Very Positive,1.5,Bullish,70.0,Buy,Hold
543958,VLEGOV,INE03HW01020,Computers - Software & Consulting,Rs 630 Cr (Micro Cap),,Below Average,,Risky,Flat,-0.38,Mildly Bearish,17.0,Strong Sell,Sell
542773,IIFLCAPS,INE489L01022,Capital Markets,"Rs 10,347 Cr (Mid Cap)",,Average,,Expensive,Negative,0,Sideways,34.0,Sell,Hold
543767,BTML,INE0EEJ01023,Media & Entertainment,Rs 167 Cr (Micro Cap),,Average,,Fair,Outstanding,0.39,Mildly Bullish,72.0,Buy,Hold
544058,MUFTI,INE220Q01020,Garments & Apparels,"Rs 1,094 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.06,Sideways,58.0,Hold,Sell
507794,KHAICHEM,INE745B01028,Fertilizers,Rs 796 Cr (Micro Cap),12,Average,-1,Expensive,Very Positive,0.11,Mildly Bullish,54.0,Hold,Sell
544158,SRM,INE0R6Z01013,Construction,Rs 944 Cr (Micro Cap),,Average,,Attractive,Outstanding,1.5,Bullish,82.0,Strong Buy,Buy
542665,NEOGEN,INE136S01016,Specialty Chemicals,"Rs 4,338 Cr (Small Cap)",,Average,,Very Expensive,Flat,0.17,Mildly Bullish,41.0,Sell,Hold
533576,VASWANI,INE590L01019,Ferrous Metals,Rs 140 Cr (Micro Cap),-99997,Average,-2,Attractive,Flat,-0.17,Mildly Bearish,48.0,Sell,Hold
543236,ATAM,INE09KD01013,Industrial Manufacturing,Rs 128 Cr (Micro Cap),,Average,,Fair,Flat,-0.17,Mildly Bearish,40.0,Sell,Strong Sell
530007,JKTYRE,INE573A01042,Tyres & Rubber Products,"Rs 10,074 Cr (Mid Cap)",4,Average,-1,Attractive,Negative,-0.22,Mildly Bearish,34.0,Sell,Strong Sell
532738,TICL,INE388G01026,Construction,Rs 417 Cr (Micro Cap),-99997,Below Average,-2,Very Expensive,Outstanding,-1.22,Bearish,33.0,Sell,Strong Sell
543243,EQUITASBNK,INE063P01018,Other Bank,"Rs 7,772 Cr (Mid Cap)",,Good,,Expensive,Negative,-0.28,Mildly Bearish,35.0,Sell,Hold
526299,MPHASIS,INE356A01018,Computers - Software & Consulting,"Rs 50,380 Cr (Large Cap)",21,Good,0,Expensive,Positive,0.11,Mildly Bullish,65.0,Hold,Sell
543218,SBGLP,INE05ST01028,Realty,Rs 849 Cr (Micro Cap),,Average,,Very Expensive,Flat,-0.39,Mildly Bearish,35.0,Sell,Strong Sell
543251,RVHL,INE09E501017,Realty,Rs 310 Cr (Micro Cap),,Does not qualify,,Risky,Flat,-0.56,Mildly Bearish,0.0,Not Rated,Sell
543257,IRFC,INE053F01010,Finance,"Rs 1,80,019 Cr (Large Cap)",,Average,,Fair,Flat,-0.17,Mildly Bearish,40.0,Sell,Hold
535094,GANGAFORGE,INE691Z01023,Castings & Forgings,Rs  Cr (Micro Cap),-99999,Below Average,10,Attractive,Flat,-1.17,Bearish,23.0,Strong Sell,Sell
543260,STOVEKRAFT,INE00IN01015,Electronics & Appliances,"Rs 1,959 Cr (Small Cap)",,Average,,Attractive,Negative,-0.94,Mildly Bearish,34.0,Sell,Strong Sell
543227,HAPPSTMNDS,INE419U01012,Computers - Software & Consulting,"Rs 9,108 Cr (Mid Cap)",,Good,,Expensive,Negative,-0.44,Mildly Bearish,35.0,Sell,Hold
544067,INNOVACAP,INE0DUT01020,Pharmaceuticals & Biotechnology,"Rs 5,364 Cr (Mid Cap)",,Good,,Fair,Flat,1.11,Bullish,70.0,Buy,Hold
540776,5PAISA,INE618L01018,Capital Markets,"Rs 1,253 Cr (Small Cap)",-99999,Average,-2,Attractive,Flat,-0.22,Mildly Bearish,42.0,Sell,Hold
542774,MUFIN,INE08KJ01020,Non Banking Financial Company (NBFC),"Rs 1,210 Cr (Small Cap)",,Average,,Very Expensive,Flat,-0.67,Mildly Bearish,35.0,Sell,Hold
543248,RBA,INE07T201019,Leisure Services,"Rs 4,595 Cr (Small Cap)",,Below Average,,Risky,Flat,-0.5,Mildly Bearish,17.0,Strong Sell,Sell
543972,AEROFLEX,INE024001021,Iron & Steel Products,"Rs 2,224 Cr (Small Cap)",,Average,,Very Expensive,Flat,-0.39,Mildly Bearish,35.0,Sell,Hold
543210,AARTISURF,INE09EO01013,Specialty Chemicals,Rs 485 Cr (Micro Cap),,Below Average,,Attractive,Positive,-0.5,Mildly Bearish,34.0,Sell,Strong Sell
544167,JNKINDIA,INE0OAF01028,Industrial Manufacturing,"Rs 2,014 Cr (Small Cap)",,Good,,Very Expensive,Flat,-0.39,Mildly Bearish,42.0,Sell,Strong Sell
543253,BECTORFOOD,INE495P01012,FMCG,"Rs 8,460 Cr (Mid Cap)",,Good,,Expensive,Flat,-1.11,Bearish,38.0,Sell,Hold
543265,RAILTEL,INE0DD101019,Telecom - Services,"Rs 13,667 Cr (Mid Cap)",,Average,,Very Expensive,Positive,0.17,Mildly Bullish,57.0,Hold,Sell
542460,ANUP,INE294Z01018,Industrial Manufacturing,"Rs 5,407 Cr (Mid Cap)",,Good,,Very Expensive,Positive,-1.17,Bearish,54.0,Hold,Sell
500188,HINDZINC,INE267A01025,Non - Ferrous Metals,"Rs 2,17,456 Cr (Large Cap)",1,Average,0,Very Expensive,Positive,0.33,Mildly Bullish,57.0,Hold,Sell
544172,INDGN,INE065X01017,Healthcare Services,"Rs 14,476 Cr (Mid Cap)",,Good,,Fair,Positive,0.06,Sideways,61.0,Hold,Buy
543275,ANURAS,INE930P01018,Specialty Chemicals,"Rs 12,183 Cr (Mid Cap)",,Average,,Very Expensive,Positive,1.5,Bullish,64.0,Hold,Sell
543263,SMCGLOBAL,INE103C01036,Capital Markets,"Rs 1,499 Cr (Small Cap)",,Average,,Attractive,Very Negative,0.11,Mildly Bullish,47.0,Sell,Strong Sell
544046,INOXINDIA,INE616N01034,Other Industrial Products,"Rs 10,642 Cr (Mid Cap)",,Good,,Very Expensive,Positive,1.44,Bullish,64.0,Hold,Sell
544120,CAPITALSFB,INE646H01017,Other Bank,"Rs 1,366 Cr (Small Cap)",,Good,,Very Attractive,Flat,0.11,Mildly Bullish,68.0,Hold,Buy
543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,"Rs 37,847 Cr (Large Cap)",,Good,,Very Expensive,Negative,-0.93,Mildly Bearish,28.0,Strong Sell,Sell
543272,EASEMYTRIP,INE07O001026,"Tour, Travel Related Services","Rs 3,845 Cr (Small Cap)",,Average,,Expensive,Very Negative,-1,Bearish,20.0,Strong Sell,Sell
544135,MUKKA,INE0CG401037,FMCG,Rs 919 Cr (Micro Cap),,Average,,Attractive,Negative,-0.61,Mildly Bearish,34.0,Sell,Strong Sell
543252,FAIRCHEMOR,INE0DNW01011,Specialty Chemicals,"Rs 1,246 Cr (Small Cap)",,Average,,Fair,Very Negative,-0.22,Mildly Bearish,28.0,Strong Sell,Sell
543258,INDIGOPNTS,INE09VQ01012,Paints,"Rs 5,172 Cr (Mid Cap)",,Good,,Very Attractive,Positive,-0.33,Mildly Bearish,58.0,Hold,Sell
543264,NURECA,INE0DSF01015,Healthcare Services,Rs 279 Cr (Micro Cap),,Average,,Risky,Positive,0.11,Mildly Bullish,43.0,Sell,Hold
533047,IMFA,INE919H01018,Ferrous Metals,"Rs 3,804 Cr (Small Cap)",3,Average,3,Attractive,Very Negative,-0.06,Sideways,37.0,Sell,Strong Sell
501150,CENTRUM,INE660C01027,Non Banking Financial Company (NBFC),"Rs 1,350 Cr (Small Cap)",55,Below Average,-1,Very Expensive,Positive,-0.22,Mildly Bearish,33.0,Sell,Strong Sell
543259,HOMEFIRST,INE481N01025,Housing Finance Company,"Rs 12,776 Cr (Mid Cap)",,Good,,Very Expensive,Positive,1.17,Bullish,71.0,Buy,Hold
516016,SHREYANIND,INE231C01019,"Paper, Forest & Jute Products",Rs 290 Cr (Micro Cap),10,Average,2,Attractive,Flat,-0.22,Mildly Bearish,42.0,Sell,Strong Sell
519136,NAHARINDUS,INE289A01011,Garments & Apparels,Rs 574 Cr (Micro Cap),54,Below Average,-1,Attractive,Flat,0.17,Mildly Bullish,44.0,Sell,Strong Sell
543237,MAZDOCK,INE249Z01020,Aerospace & Defense,"Rs 1,28,243 Cr (Large Cap)",,Excellent,,Very Expensive,Flat,0.83,Mildly Bullish,65.0,Hold,Buy
500109,MRPL,INE103A01014,Oil,"Rs 24,431 Cr (Large Cap)",9,Average,3,Attractive,Flat,-0.17,Mildly Bearish,42.0,Sell,Hold
540678,COCHINSHIP,INE704P01025,Aerospace & Defense,"Rs 55,656 Cr (Large Cap)",1,Good,2,Very Expensive,Positive,1,Mildly Bullish,64.0,Hold,Buy
540125,RADHIKAJWE,INE583V01021,"Gems, Jewellery And Watches","Rs 1,011 Cr (Small Cap)",-99999,Average,-2,Fair,Flat,-0.28,Mildly Bearish,40.0,Sell,Hold
543670,VINNY,INE01KI01027,Garments & Apparels,Rs 66 Cr (Micro Cap),,Below Average,,Very Attractive,Flat,-0.94,Mildly Bearish,31.0,Sell,Strong Sell
523025,SAFARI,INE429E01023,Diversified consumer products,"Rs 10,462 Cr (Mid Cap)",15,Good,-1,Very Expensive,Negative,-0.28,Mildly Bearish,34.0,Sell,Strong Sell
544179,GODIGIT,INE03JT01014,Insurance,"Rs 31,244 Cr (Large Cap)",,Good,,Very Expensive,Positive,0.33,Mildly Bullish,64.0,Hold,Sell
543288,DEEPINDS,INE0FHS01024,Oil,"Rs 2,854 Cr (Small Cap)",,Average,,Very Expensive,Positive,-0.83,Mildly Bearish,41.0,Sell,Hold
543995,MVGJL,INE0KNT01012,"Gems, Jewellery And Watches","Rs 1,184 Cr (Small Cap)",,Average,,Very Attractive,Positive,0.06,Sideways,57.0,Hold,Sell
535101,TEMBO,INE869Y01010,Miscellaneous,Rs  Cr (Micro Cap),,Average,,Very Attractive,Very Positive,-0.39,Mildly Bearish,57.0,Hold,Sell
500249,KSB,INE999A01023,"Compressors, Pumps & Diesel Engines","Rs 14,419 Cr (Mid Cap)",4,Good,-1,Very Expensive,Positive,0.06,Sideways,54.0,Hold,Sell
542652,POLYCAB,INE455K01017,Cables - Electricals,"Rs 90,518 Cr (Large Cap)",,Excellent,,Very Expensive,Positive,0,Sideways,71.0,Buy,Hold
570005,GATECHDVR,INE224E01036,Non Banking Financial Company (NBFC),Rs 18 Cr (Micro Cap),-99997,Does not qualify,-2,Does not qualify,Flat,-0.33,Mildly Bearish,0.0,Not Rated,Not Rated
543298,VINEETLAB,INE505Y01010,Pharmaceuticals & Biotechnology,Rs 28 Cr (Micro Cap),,Below Average,,Risky,Very Negative,-1.07,Bearish,1.0,Strong Sell,Sell
544129,JUNIPER,INE696F01016,Hotels & Resorts,"Rs 6,948 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,0.17,Mildly Bullish,52.0,Hold,Sell
544184,BOROSCI,INE02L001032,Industrial Products,"Rs 1,254 Cr (Small Cap)",,Average,,Expensive,Flat,0.5,Mildly Bullish,52.0,Hold,Sell
543297,IWEL,INE0FLR01028,Heavy Electrical Equipment,"Rs 12,716 Cr (Mid Cap)",,Average,,Expensive,Outstanding,0.11,Mildly Bullish,70.0,Buy,Hold
543306,DODLA,INE021O01019,FMCG,"Rs 7,887 Cr (Mid Cap)",,Good,,Fair,Positive,0.61,Mildly Bullish,68.0,Hold,Sell
544187,KRONOX,INE0ATZ01017,Specialty Chemicals,Rs 590 Cr (Micro Cap),,Average,,Very Expensive,Flat,0.44,Mildly Bullish,51.0,Hold,Sell
540952,LAL,INE740X01023,Garments & Apparels,Rs 223 Cr (Micro Cap),-99999,Good,-2,Very Expensive,Negative,-0.11,Mildly Bearish,34.0,Sell,Strong Sell
544192,IXIGO,INE0HV901016,"Tour, Travel Related Services","Rs 7,103 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,1.67,Bullish,70.0,Buy,Hold
543318,CLEAN,INE227W01023,Specialty Chemicals,"Rs 15,356 Cr (Mid Cap)",,Good,,Very Expensive,Positive,-0.06,Sideways,54.0,Hold,Sell
542852,VISHWARAJ,INE430N01022,Sugar,Rs 220 Cr (Micro Cap),,Below Average,,Risky,Flat,-0.17,Mildly Bearish,17.0,Strong Sell,Sell
531556,CORALFINAC,INE558D01021,Diversified Commercial Services,Rs 185 Cr (Micro Cap),-99997,Below Average,-2,Very Expensive,Negative,-0.33,Mildly Bearish,13.0,Strong Sell,Sell
543308,KIMS,INE967H01025,Hospital,"Rs 26,623 Cr (Large Cap)",,Good,,Very Expensive,Flat,1.17,Bullish,65.0,Hold,Sell
543449,WEL,INE02WG01024,Electronics & Appliances,"Rs 2,278 Cr (Small Cap)",,Average,,Expensive,Very Positive,0.31,Mildly Bullish,64.0,Hold,Sell
543317,GRINFRA,INE201P01022,Construction,"Rs 12,728 Cr (Mid Cap)",,Average,,Attractive,Positive,0.22,Mildly Bullish,64.0,Hold,Sell
544028,TATATECH,INE142M01025,Computers - Software & Consulting,"Rs 30,441 Cr (Large Cap)",,Good,,Very Expensive,Flat,-0.28,Mildly Bearish,42.0,Sell,Hold
532798,NETWORK18,INE870H01013,Media & Entertainment,"Rs 8,227 Cr (Mid Cap)",6,Below Average,-2,Risky,Negative,-0.28,Mildly Bearish,9.0,Strong Sell,Sell
524129,VINYLINDIA,INE250B01029,Miscellaneous,Rs 581 Cr (Micro Cap),6,Average,2,Fair,Flat,-0.28,Mildly Bearish,40.0,Sell,Strong Sell
544131,GPTHEALTH,INE486R01017,Hospital,"Rs 1,231 Cr (Small Cap)",,Good,,Very Attractive,Flat,-1,Bearish,47.0,Sell,Hold
542857,GREENPANEL,INE08ZM01014,Plywood Boards/ Laminates,"Rs 3,274 Cr (Small Cap)",,Average,,Very Attractive,Flat,-0.39,Mildly Bearish,45.0,Sell,Strong Sell
544396,NPST,INE0FFK01017,Computers - Software & Consulting,"Rs 4,126 Cr (Small Cap)",,Average,,Very Expensive,Negative,0,Sideways,27.0,Strong Sell,Sell
543321,TATVA,INE0GK401011,Specialty Chemicals,"Rs 2,126 Cr (Small Cap)",,Average,,Very Expensive,Negative,0.11,Mildly Bullish,32.0,Sell,Strong Sell
543325,ROLEXRINGS,INE645S01016,Auto Components & Equipments,"Rs 4,221 Cr (Small Cap)",,Good,,Expensive,Flat,-0.33,Mildly Bearish,44.0,Sell,Hold
543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,"Rs 12,722 Cr (Mid Cap)",,Good,,Fair,Positive,-0.61,Mildly Bearish,52.0,Hold,Sell
543327,EXXARO,INE0GFE01026,Diversified consumer products,Rs 447 Cr (Micro Cap),,Below Average,,Attractive,Very Positive,-0.06,Sideways,46.0,Sell,Strong Sell
544149,KRYSTAL,INE0QN801017,Diversified Commercial Services,Rs 838 Cr (Micro Cap),,Average,,Attractive,Positive,-0.17,Mildly Bearish,54.0,Hold,Sell
544200,AFIL,INE916Y01027,Non Banking Financial Company (NBFC),Rs 346 Cr (Micro Cap),,Below Average,,Very Attractive,Positive,-0.67,Mildly Bearish,37.0,Sell,Hold
533343,LOVABLE,INE597L01014,Garments & Apparels,Rs 145 Cr (Micro Cap),15,Below Average,3,Risky,Flat,-0.17,Mildly Bearish,17.0,Strong Sell,Sell
543228,ROUTE,INE450U01017,Telecom - Services,"Rs 6,556 Cr (Mid Cap)",,Good,,Attractive,Negative,-0.17,Mildly Bearish,41.0,Sell,Hold
543231,ADL,INE0CHO01012,Plywood Boards/ Laminates,Rs  Cr (Micro Cap),,Below Average,,Attractive,Flat,-0.33,Mildly Bearish,34.0,Sell,Strong Sell
543911,ATALREAL,INE0ALR01029,Realty,Rs 207 Cr (Micro Cap),,Average,,Expensive,Positive,1.58,Bullish,65.0,Hold,Sell
543254,AWHCL,INE01BK01022,Other Utilities,"Rs 1,748 Cr (Small Cap)",,Average,,Attractive,Flat,-0.06,Sideways,48.0,Sell,Hold
543242,HEMIPROP,INE0AJG01018,Diversified Commercial Services,"Rs 3,974 Cr (Small Cap)",,Does not qualify,,Risky,Flat,-0.06,Sideways,0.0,Not Rated,Sell
544217,SANSTAR,INE08NE01025,Other Agricultural Products,"Rs 1,661 Cr (Small Cap)",,Average,,Attractive,Negative,-0.83,Mildly Bearish,34.0,Sell,Hold
543990,SIGNATURE,INE903U01023,Realty,"Rs 17,739 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,0.33,Mildly Bullish,62.0,Hold,Sell
542830,IRCTC,INE335Y01020,"Tour, Travel Related Services","Rs 61,416 Cr (Large Cap)",,Good,,Very Expensive,Flat,-0.33,Mildly Bearish,42.0,Sell,Hold
535601,SREEL,INE099F01013,Footwear,Rs 570 Cr (Micro Cap),37,Average,2,Very Expensive,Flat,-0.44,Mildly Bearish,35.0,Sell,Strong Sell
500680,PFIZER,INE182A01018,Pharmaceuticals & Biotechnology,"Rs 26,760 Cr (Large Cap)",18,Good,2,Very Expensive,Positive,0.39,Mildly Bullish,64.0,Hold,Sell
544004,IRMENERGY,INE07U701015,Gas,"Rs 1,206 Cr (Small Cap)",,Average,,Very Expensive,Negative,0.08,Sideways,27.0,Strong Sell,Sell
544222,AKUMS,INE09XN01023,Pharmaceuticals & Biotechnology,"Rs 8,831 Cr (Mid Cap)",,Average,,Attractive,Positive,-0.39,Mildly Bearish,48.0,Sell,Hold
543350,VIJAYA,INE043W01024,Healthcare Services,"Rs 9,770 Cr (Mid Cap)",,Good,,Very Expensive,Flat,-0.89,Mildly Bearish,42.0,Sell,Hold
543358,SANSERA,INE953O01021,Auto Components & Equipments,"Rs 8,123 Cr (Mid Cap)",,Average,,Fair,Positive,0.11,Mildly Bullish,61.0,Hold,Sell
543367,PARAS,INE045601015,Aerospace & Defense,"Rs 6,479 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,1.06,Bullish,62.0,Hold,Buy
514045,BSL,INE594B01012,Garments & Apparels,Rs 137 Cr (Micro Cap),-99997,Below Average,-2,Very Attractive,Negative,-1.27,Bearish,17.0,Strong Sell,Sell
543980,JLHL,INE682M01012,Hospital,"Rs 10,025 Cr (Mid Cap)",,Good,,Expensive,Flat,-0.28,Mildly Bearish,60.0,Hold,Sell
500165,KANSAINER,INE531A01024,Paints,"Rs 19,808 Cr (Large Cap)",3,Good,2,Attractive,Negative,-0.94,Mildly Bearish,41.0,Sell,Hold
544088,MEDIASSIST,INE456Z01021,Insurance,"Rs 3,477 Cr (Small Cap)",,Good,,Very Expensive,Negative,-0.06,Sideways,40.0,Sell,Hold
542812,FLUOROCHEM,INE09N301011,Specialty Chemicals,"Rs 39,710 Cr (Large Cap)",,Average,,Very Expensive,Positive,-0.67,Mildly Bearish,41.0,Sell,Hold
543245,GLAND,INE068V01023,Pharmaceuticals & Biotechnology,"Rs 27,141 Cr (Large Cap)",,Good,,Expensive,Flat,-0.22,Mildly Bearish,44.0,Sell,Hold
540797,SHALBY,INE597J01018,Hospital,"Rs 1,939 Cr (Small Cap)",-99997,Average,1,Very Attractive,Very Negative,-1.17,Bearish,29.0,Strong Sell,Sell
543389,SIGACHI,INE0D0K01022,Pharmaceuticals & Biotechnology,"Rs 1,904 Cr (Small Cap)",,Average,,Expensive,Flat,0.5,Mildly Bullish,52.0,Hold,Sell
544226,FIRSTCRY,INE02RE01045,E-Retail/ E-Commerce,"Rs 19,444 Cr (Mid Cap)",,Below Average,,Risky,Negative,0.17,Mildly Bullish,24.0,Strong Sell,Not Rated
544176,AADHARHFC,INE883F01010,Housing Finance Company,"Rs 18,902 Cr (Mid Cap)",,Average,,Attractive,Positive,0.56,Mildly Bullish,64.0,Hold,Buy
542920,SUMICHEM,INE258G01013,Pesticides & Agrochemicals,"Rs 24,595 Cr (Large Cap)",,Good,,Very Expensive,Flat,0.17,Mildly Bullish,58.0,Hold,Sell
543270,MTARTECH,INE864I01014,Aerospace & Defense,"Rs 5,123 Cr (Mid Cap)",,Good,,Very Expensive,Positive,-0.11,Mildly Bearish,48.0,Sell,Hold
543266,HERANBA,INE694N01015,Pesticides & Agrochemicals,"Rs 1,076 Cr (Small Cap)",,Below Average,,Very Attractive,Very Negative,-0.4,Mildly Bearish,20.0,Strong Sell,Sell
544223,CEIGALL,INE0AG901020,Construction,"Rs 4,312 Cr (Small Cap)",,Good,,Attractive,Negative,-1.06,Bearish,36.0,Sell,Not Rated
543977,RISHABH,INE0N2P01017,Other Electrical Equipment,"Rs 1,136 Cr (Small Cap)",,Average,,Expensive,Flat,0.14,Mildly Bullish,52.0,Hold,Sell
543417,RATEGAIN,INE0CLI01024,Computers - Software & Consulting,"Rs 5,194 Cr (Mid Cap)",,Average,,Very Attractive,Positive,-0.93,Mildly Bearish,51.0,Hold,Sell
543397,SAPPHIRE,INE806T01020,Leisure Services,"Rs 10,318 Cr (Mid Cap)",,Below Average,,Attractive,Negative,0.33,Mildly Bullish,36.0,Sell,Strong Sell
543401,GOCOLORS,INE0BJS01011,Garments & Apparels,"Rs 4,492 Cr (Small Cap)",,Good,,Fair,Flat,-0.5,Mildly Bearish,47.0,Sell,Hold
543277,LXCHEM,INE576O01020,Specialty Chemicals,"Rs 5,522 Cr (Mid Cap)",,Average,,Expensive,Negative,-0.11,Mildly Bearish,28.0,Strong Sell,Sell
543066,SBICARD,INE018E01016,Non Banking Financial Company (NBFC),"Rs 94,102 Cr (Large Cap)",,Excellent,,Very Expensive,Flat,1.5,Bullish,72.0,Buy,Hold
543267,DAVANGERE,INE179G01029,Sugar,Rs 331 Cr (Micro Cap),,Below Average,,Attractive,Negative,-1.23,Bearish,14.0,Strong Sell,Sell
543427,MEDPLUS,INE804L01022,Retailing,"Rs 10,566 Cr (Mid Cap)",,Below Average,,Very Attractive,Very Positive,1,Mildly Bullish,58.0,Hold,Buy
532708,GVKPIL,INE251H01024,Construction,Rs 685 Cr (Micro Cap),15,Below Average,-2,Risky,Negative,-0.06,Sideways,14.0,Strong Sell,Sell
541956,IRCON,INE962Y01021,Construction,"Rs 18,914 Cr (Mid Cap)",-99999,Average,10,Fair,Negative,-0.17,Mildly Bearish,31.0,Sell,Strong Sell
543280,NAZARA,INE418L01021,Media & Entertainment,"Rs 10,853 Cr (Mid Cap)",,Average,,Very Expensive,Flat,1.33,Bullish,58.0,Hold,Sell
543268,DRCSYSTEMS,INE03RS01027,Computers - Software & Consulting,Rs 267 Cr (Micro Cap),,Good,,Very Attractive,Flat,-1.17,Bearish,47.0,Sell,Hold
535341,PAR,INE04LG01015,Chemicals & Petrochemicals,Rs  Cr (Micro Cap),,Average,,Very Attractive,Negative,-0.89,Mildly Bearish,37.0,Sell,Strong Sell
535062,MITTAL,INE997Y01027,Miscellaneous,Rs  Cr (Micro Cap),-99999,Below Average,10,Fair,Flat,-1.17,Bearish,20.0,Strong Sell,Sell
543299,SHYAMMETL,INE810G01011,Iron & Steel Products,"Rs 23,465 Cr (Large Cap)",,Good,,Very Expensive,Flat,0.44,Mildly Bullish,58.0,Hold,Sell
532953,VGUARD,INE951I01027,Electronics & Appliances,"Rs 16,359 Cr (Mid Cap)",4,Good,0,Fair,Positive,-0.11,Mildly Bearish,52.0,Hold,Sell
543451,AGSTRA,INE583L01014,Financial Technology (Fintech),Rs 62 Cr (Micro Cap),,Below Average,,Risky,Very Negative,-0.88,Mildly Bearish,6.0,Strong Sell,Sell
544273,MGEL,INE0APB01032,Other Agricultural Products,Rs 441 Cr (Micro Cap),,Below Average,,Attractive,Negative,0.75,Mildly Bullish,36.0,Sell,Strong Sell
543287,LODHA,INE670K01029,Realty,"Rs 1,43,517 Cr (Large Cap)",,Good,,Very Expensive,Positive,1.33,Bullish,71.0,Buy,Hold
519156,VADILALIND,INE694D01016,FMCG,"Rs 3,813 Cr (Small Cap)",27,Average,0,Attractive,Negative,0.56,Mildly Bullish,50.0,Hold,Sell
543311,IPL,INE0D6701023,Pesticides & Agrochemicals,"Rs 2,357 Cr (Small Cap)",,Average,,Fair,Positive,-0.06,Sideways,45.0,Sell,Hold
543300,SONACOMS,INE073K01018,Auto Components & Equipments,"Rs 31,192 Cr (Large Cap)",,Good,,Very Expensive,Flat,-0.5,Mildly Bearish,42.0,Sell,Hold
543240,LIKHITHA,INE060901027,Construction,"Rs 1,183 Cr (Small Cap)",,Average,,Very Attractive,Flat,-0.11,Mildly Bearish,48.0,Sell,Hold
544029,GANDHAR,INE717W01049,Oil,"Rs 1,657 Cr (Small Cap)",,Average,,Attractive,Negative,0.11,Mildly Bullish,50.0,Hold,Sell
543193,DJML,INE0B1K01014,Transport Services,Rs 356 Cr (Micro Cap),,Good,,Very Expensive,Flat,-1,Bearish,37.0,Sell,Hold
544197,RETAIL,INE03DD01011,Diversified Retail,Rs 29 Cr (Micro Cap),,Below Average,,Risky,Positive,-0.61,Mildly Bearish,23.0,Strong Sell,Sell
543426,METROBRAND,INE317I01021,Footwear,"Rs 32,458 Cr (Large Cap)",,Good,,Very Expensive,Flat,0.26,Mildly Bullish,58.0,Hold,Sell
535413,NRL,INE0JM501013,Non - Ferrous Metals,Rs  Cr (Micro Cap),,Average,,Expensive,Flat,-0.03,Sideways,42.0,Sell,Hold
