BSEID,NSEID,ISIN,industry,MARKET CAP,q_rank,q_txt,v_rank,v_txt,f_txt,tech_score,tech_txt,score,scoreText,prevScoreText
540768,MAHLOG,INE766P01016,Transport Services,"Rs 2,349 Cr (Small Cap)",-99997,Below Average,-1,Attractive,Flat,-0.33,Mildly Bearish,28.0,Strong Sell,Sell
540769,NIACL,INE470Y01017,Insurance,"Rs 30,768 Cr (Large Cap)",-99999,Average,-2,Expensive,Flat,0.06,Sideways,42.0,Sell,Strong Sell
540777,HDFCLIFE,INE795G01014,Insurance,"Rs 1,62,864 Cr (Large Cap)",-99999,Average,-2,Fair,Flat,1.22,Bullish,62.0,Hold,Sell
540782,,INE204Y01010,Hotels & Resorts,Rs 11 Cr (Micro Cap),-99999,Below Average,-2,Very Attractive,Does not qualify,-0.33,Mildly Bearish,0.0,Not Rated,Not Rated
543416,ZODIAC,INE761Y01019,Construction,Rs 742 Cr (Micro Cap),-99999,Average,-2,Expensive,Positive,-0.22,Mildly Bearish,42.0,Sell,Hold
540788,,INE500C01017,Healthcare Services,Rs 57 Cr (Micro Cap),-99997,Below Average,-3,Very Attractive,Positive,0.2,Mildly Bullish,53.0,Hold,Sell
543625,SECURCRED,INE195Y01010,Diversified Commercial Services,Rs 7 Cr (Micro Cap),-99999,Below Average,3,Risky,Very Negative,,Does not qualify,1.0,Strong Sell,Sell
540774,IFGLEXPOR,INE133Y01011,Electrodes & Refractories,"Rs 1,901 Cr (Small Cap)",-99997,Average,2,Expensive,Negative,-0.17,Mildly Bearish,28.0,Strong Sell,Sell
540843,,INE819Y01015,Diversified Commercial Services,Rs 47 Cr (Micro Cap),-99999,Below Average,-2,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
543525,SILVERTUC,INE625X01018,Computers - Software & Consulting,Rs 986 Cr (Micro Cap),-99999,Average,2,Attractive,Very Positive,0.87,Mildly Bullish,67.0,Hold,Buy
540824,ASTRON,INE646X01014,"Paper, Forest & Jute Products",Rs 90 Cr (Micro Cap),-99997,Below Average,-1,Risky,Negative,-0.27,Mildly Bearish,9.0,Strong Sell,Sell
540786,,INE669Y01022,Trading & Distributors,Rs 80 Cr (Micro Cap),-99999,Below Average,-2,Risky,Negative,-1.07,Bearish,3.0,Strong Sell,Sell
540797,SHALBY,INE597J01018,Hospital,"Rs 1,963 Cr (Small Cap)",-99997,Average,1,Very Attractive,Very Negative,-1.17,Bearish,29.0,Strong Sell,Sell
540811,0,INE158R01012,Trading & Distributors,Rs 16 Cr (Micro Cap),-99999,Below Average,-2,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
540798,FSC,INE935Q01015,Transport Services,Rs 9 Cr (Micro Cap),-99997,Below Average,0,Risky,Flat,-0.17,Mildly Bearish,17.0,Strong Sell,Sell
540795,DYCL,INE600Y01019,Cables - Electricals,"Rs 2,177 Cr (Small Cap)",-99999,Average,-2,Very Attractive,Very Positive,0.17,Mildly Bullish,72.0,Buy,Hold
526666,BIL,INE828A01016,Diversified consumer products,Rs 941 Cr (Micro Cap),1,Below Average,-1,Attractive,Very Positive,0.33,Mildly Bullish,56.0,Hold,Sell
540796,,INE821Y01011,Realty,Rs 176 Cr (Micro Cap),-99999,Below Average,-2,Very Attractive,Outstanding,-0.2,Mildly Bearish,48.0,Sell,Strong Sell
500112,SBIN,INE062A01020,Public Sector Bank,"Rs 7,18,477 Cr (Large Cap)",1,Good,-1,Expensive,Flat,1.22,Bullish,44.0,Sell,Hold
540879,APOLLO,INE713T01028,Aerospace & Defense,"Rs 6,363 Cr (Mid Cap)",-99997,Average,2,Very Expensive,Positive,1.39,Bullish,64.0,Hold,Buy
540850,,INE841Y01019,FMCG,Rs 69 Cr (Micro Cap),-99999,Below Average,-2,Risky,Does not qualify,-0.33,Mildly Bearish,0.0,Not Rated,Not Rated
543986,SOUTHWEST,INE980Y01015,Diversified Commercial Services,Rs 440 Cr (Micro Cap),-99999,Average,10,Very Attractive,Outstanding,0.06,Sideways,68.0,Hold,Buy
540789,DNAMEDIA,INE016M01021,Media & Entertainment,Rs 63 Cr (Micro Cap),-99999,Below Average,-2,Risky,Very Positive,-0.61,Mildly Bearish,29.0,Strong Sell,Sell
540821,,INE994R01028,Media & Entertainment,Rs 27 Cr (Micro Cap),-99997,Below Average,-2,Fair,Flat,-0.2,Mildly Bearish,26.0,Strong Sell,Sell
540902,AMBER,INE371P01015,Electronics & Appliances,"Rs 21,227 Cr (Large Cap)",-99997,Average,-1,Expensive,Very Positive,0.67,Mildly Bullish,64.0,Hold,Buy
540937,MEDICO,INE630Y01024,Pharmaceuticals & Biotechnology,Rs 432 Cr (Micro Cap),-99999,Average,-2,Expensive,Positive,-1.11,Bearish,37.0,Sell,Hold
540923,ASHOKAMET,INE760Y01011,Non - Ferrous Metals,Rs 43 Cr (Micro Cap),-99999,Below Average,-2,Very Attractive,Very Negative,-1.17,Bearish,15.0,Strong Sell,Sell
540809,,INE333Y01017,Trading & Distributors,Rs 47 Cr (Micro Cap),-99999,Below Average,-2,Risky,Positive,1.13,Bullish,29.0,Strong Sell,Sell
533121,EXPLEOSOL,INE201K01015,Computers - Software & Consulting,"Rs 1,608 Cr (Small Cap)",20,Average,3,Very Attractive,Flat,-0.39,Mildly Bearish,45.0,Sell,Hold
543442,BCONCEPTS,INE977Y01011,Garments & Apparels,Rs 397 Cr (Micro Cap),-99999,Good,-2,Expensive,Negative,-0.52,Mildly Bearish,35.0,Sell,Strong Sell
540936,,INE063Z01017,"Gems, Jewellery And Watches",Rs 21 Cr (Micro Cap),-99999,Below Average,-2,Very Attractive,Negative,-0.27,Mildly Bearish,23.0,Strong Sell,Sell
540955,,INE773Y01014,FMCG,Rs 20 Cr (Micro Cap),-99999,Below Average,-2,Risky,Flat,-0.27,Mildly Bearish,17.0,Strong Sell,Sell
540952,LAL,INE740X01023,Garments & Apparels,Rs 225 Cr (Micro Cap),-99999,Good,-2,Very Expensive,Negative,-0.11,Mildly Bearish,34.0,Sell,Strong Sell
540956,,INE341Z01025,Garments & Apparels,Rs 288 Cr (Micro Cap),-99999,Average,-1,Very Attractive,Flat,-1,Bearish,40.0,Sell,Hold
532649,NECLIFE,INE023H01027,Pharmaceuticals & Biotechnology,Rs 550 Cr (Micro Cap),46,Below Average,1,Attractive,Very Positive,-0.61,Mildly Bearish,40.0,Sell,Hold
540938,,INE578V01013,Garments & Apparels,Rs 34 Cr (Micro Cap),-99999,Below Average,-2,Risky,Does not qualify,0.6,Mildly Bullish,0.0,Not Rated,Not Rated
540900,NEWGEN,INE619B01017,Computers - Software & Consulting,"Rs 17,287 Cr (Mid Cap)",-99999,Excellent,1,Very Expensive,Positive,-0.11,Mildly Bearish,55.0,Hold,Buy
541006,,INE339Z01011,Garments & Apparels,Rs 43 Cr (Micro Cap),-99999,Below Average,-2,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
541161,KBCGLOBAL,INE278R01034,Realty,Rs 188 Cr (Micro Cap),-99999,Below Average,10,Risky,Negative,-0.83,Mildly Bearish,9.0,Strong Sell,Sell
540613,,INE721X01015,Trading & Distributors,Rs 46 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Does not qualify,0.44,Mildly Bullish,0.0,Not Rated,Not Rated
541019,HGINFRA,INE926X01010,Construction,"Rs 6,961 Cr (Mid Cap)",-99999,Good,2,Attractive,Negative,-1,Bearish,36.0,Sell,Hold
543930,URAVIDEF,INE568Z01015,Auto Components & Equipments,Rs 561 Cr (Micro Cap),-99999,Below Average,1,Very Expensive,Flat,1.14,Bullish,44.0,Sell,Strong Sell
541154,HAL,INE066F01020,Aerospace & Defense,"Rs 3,34,832 Cr (Large Cap)",-99997,Excellent,10,Very Expensive,Flat,1,Mildly Bullish,65.0,Hold,Buy
540953,,INE923Y01023,"Gems, Jewellery And Watches",Rs 42 Cr (Micro Cap),-99999,Below Average,-2,Attractive,Positive,-0.73,Mildly Bearish,34.0,Sell,Strong Sell
543688,SARVESHWAR,INE324X01026,Other Agricultural Products,Rs 725 Cr (Micro Cap),-99999,Average,-2,Attractive,Very Positive,-0.08,Sideways,54.0,Hold,Sell
540961,SHIVAMILLS,INE644Y01017,Garments & Apparels,Rs 67 Cr (Micro Cap),-99997,Below Average,10,Risky,Flat,-0.17,Mildly Bearish,17.0,Strong Sell,Sell
541143,BDL,INE171Z01026,Aerospace & Defense,"Rs 71,722 Cr (Large Cap)",-99997,Average,10,Very Expensive,Positive,1.17,Bullish,64.0,Hold,Buy
540975,ASTERDM,INE914M01019,Hospital,"Rs 29,054 Cr (Large Cap)",-99997,Below Average,3,Expensive,Negative,1.5,Bullish,37.0,Sell,Strong Sell
531323,,INE250D01017,Garments & Apparels,Rs 12 Cr (Micro Cap),-99997,Below Average,-2,Risky,Positive,1.33,Bullish,46.0,Sell,Strong Sell
541179,ISEC,INE763G01038,Capital Markets,"Rs 28,669 Cr (Large Cap)",-99999,Good,10,Risky,Negative,,Does not qualify,0.0,Not Rated,Hold
541144,,INE380Z01015,Garments & Apparels,Rs 189 Cr (Micro Cap),-99999,Average,1,Attractive,Very Positive,-0.4,Mildly Bearish,54.0,Hold,Sell
543643,NARMADA,INE117Z01011,FMCG,Rs 65 Cr (Micro Cap),-99999,Below Average,10,Fair,Positive,-0.42,Mildly Bearish,31.0,Sell,Strong Sell
543910,AVG,INE680Z01018,Transport Services,Rs 422 Cr (Micro Cap),-99999,Average,10,Very Attractive,Flat,-0.36,Mildly Bearish,45.0,Sell,Hold
541112,,INE452Z01012,Construction,Rs 47 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Does not qualify,-0.33,Mildly Bearish,0.0,Not Rated,Not Rated
541152,GOYALALUM,INE705X01026,Trading & Distributors,Rs 120 Cr (Micro Cap),-99999,Average,1,Very Expensive,Negative,-0.94,Mildly Bearish,27.0,Strong Sell,Sell
541083,,INE464Z01017,Electronics & Appliances,Rs 182 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Does not qualify,-0.4,Mildly Bearish,0.0,Not Rated,Not Rated
541096,,INE365Y01019,Pharmaceuticals & Biotechnology,Rs 910 Cr (Micro Cap),-99997,Below Average,2,Risky,Negative,-0.07,Sideways,14.0,Strong Sell,Sell
541178,,INE495Z01011,Industrial Manufacturing,Rs 31 Cr (Micro Cap),-99999,Below Average,10,Does not qualify,Does not qualify,0,Sideways,0.0,Not Rated,Not Rated
543470,SOFTTECH,INE728Z01015,Computers - Software & Consulting,Rs 473 Cr (Micro Cap),-99999,Below Average,10,Very Expensive,Flat,-1.09,Bearish,16.0,Strong Sell,Sell
541195,MIDHANI,INE099Z01011,Aerospace & Defense,"Rs 8,014 Cr (Mid Cap)",-99997,Average,10,Very Expensive,Positive,0.11,Mildly Bullish,41.0,Sell,Hold
541206,OBCL,INE426Z01016,Transport Services,Rs 116 Cr (Micro Cap),-99999,Below Average,10,Very Attractive,Flat,-0.28,Mildly Bearish,31.0,Sell,Strong Sell
533260,CPCAP,INE521J01018,Other Consumer Services,Rs 321 Cr (Micro Cap),4,Average,2,Very Attractive,Negative,-1.22,Bearish,31.0,Sell,Hold
541299,,INE871Z01013,Healthcare Services,Rs 6 Cr (Micro Cap),-99999,Below Average,10,Fair,Does not qualify,-0.22,Mildly Bearish,0.0,Not Rated,Not Rated
541302,DHRUV,INE506Z01015,Commercial Services & Supplies,Rs 135 Cr (Micro Cap),-99999,Average,10,Expensive,Positive,-0.67,Mildly Bearish,42.0,Sell,Hold
541167,YASHO,INE616Z01012,Specialty Chemicals,"Rs 2,459 Cr (Small Cap)",-99999,Below Average,10,Expensive,Very Negative,0.17,Mildly Bullish,27.0,Strong Sell,Sell
541233,LEMONTREE,INE970X01018,Hotels & Resorts,"Rs 11,187 Cr (Mid Cap)",-99997,Below Average,10,Very Expensive,Very Positive,0.89,Mildly Bullish,48.0,Sell,Hold
541304,INDOUS,INE250Z01010,Other Agricultural Products,Rs 331 Cr (Micro Cap),-99999,Good,10,Very Expensive,Positive,-0.67,Mildly Bearish,48.0,Sell,Hold
505160,TALBROAUTO,INE187D01029,Auto Components & Equipments,"Rs 1,788 Cr (Small Cap)",48,Average,0,Attractive,Positive,-0.33,Mildly Bearish,48.0,Sell,Hold
541303,AKSHAR,INE256Z01025,Garments & Apparels,Rs 47 Cr (Micro Cap),-99999,Below Average,10,Risky,Negative,-0.56,Mildly Bearish,9.0,Strong Sell,Sell
538992,,INE002E01010,Auto Components & Equipments,Rs 834 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-1.28,Bearish,3.0,Strong Sell,Sell
541196,,INE860Y01019,Commercial Services & Supplies,Rs 37 Cr (Micro Cap),-99999,Below Average,10,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
541276,HARDWYN,INE626Z01029,"Furniture, Home Furnishing",Rs 723 Cr (Micro Cap),-99999,Average,10,Very Expensive,Negative,-0.2,Mildly Bearish,27.0,Strong Sell,Sell
530119,,INE444D01016,Edible Oil,Rs 15 Cr (Micro Cap),-99997,Below Average,-2,Fair,Flat,-0.93,Mildly Bearish,26.0,Strong Sell,Sell
541337,,INE424Z01011,"Furniture, Home Furnishing",Rs 4 Cr (Micro Cap),-99999,Below Average,10,Does not qualify,Does not qualify,-0.56,Mildly Bearish,0.0,Not Rated,Not Rated
541353,,INE870Z01015,Industrial Manufacturing,Rs 372 Cr (Micro Cap),-99999,Below Average,10,Very Expensive,Does not qualify,-1.07,Bearish,0.0,Not Rated,Not Rated
541269,CHEMFAB,INE783X01023,Commodity Chemicals,"Rs 1,088 Cr (Small Cap)",-99999,Average,10,Very Expensive,Very Negative,-0.72,Mildly Bearish,24.0,Strong Sell,Sell
541228,,INE459Z01017,Industrial Manufacturing,Rs 352 Cr (Micro Cap),-99999,Average,10,Very Expensive,Positive,-0.47,Mildly Bearish,41.0,Sell,Not Rated
541336,INDOSTAR,INE896L01010,Non Banking Financial Company (NBFC),"Rs 4,427 Cr (Small Cap)",-99999,Below Average,10,Very Expensive,Flat,1.39,Bullish,44.0,Sell,Strong Sell
541445,,INE799N01012,Power,Rs 109 Cr (Micro Cap),-99999,Below Average,10,Expensive,Does not qualify,-0.27,Mildly Bearish,0.0,Not Rated,Not Rated
534691,,INE456N01019,Non Banking Financial Company (NBFC),Rs 26 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Negative,-1.47,Bearish,14.0,Strong Sell,Sell
541450,ADANIGREEN,INE364U01010,Power,"Rs 1,60,272 Cr (Large Cap)",-99999,Below Average,10,Very Expensive,Positive,-0.39,Mildly Bearish,27.0,Strong Sell,Sell
533519,LTF,INE498L01015,Non Banking Financial Company (NBFC),"Rs 45,889 Cr (Large Cap)",17,Average,1,Fair,Flat,1.11,Bullish,62.0,Hold,Sell
541557,FINEORG,INE686Y01026,Specialty Chemicals,"Rs 14,702 Cr (Mid Cap)",-99999,Good,10,Very Expensive,Flat,0.22,Mildly Bullish,58.0,Hold,Sell
541418,NGIL,INE236Y01012,FMCG,Rs 38 Cr (Micro Cap),-99999,Below Average,10,Risky,Flat,-1.17,Bearish,12.0,Strong Sell,Sell
541556,RITES,INE320J01015,Construction,"Rs 14,476 Cr (Mid Cap)",-99999,Good,10,Very Expensive,Positive,0.06,Sideways,64.0,Hold,Sell
541601,,INE685Z01033,Pharmaceuticals & Biotechnology,Rs 114 Cr (Micro Cap),-99999,Average,10,Risky,Negative,-1,Bearish,17.0,Strong Sell,Sell
541546,GAYAHWS,INE287Z01012,Transport Infrastructure,Rs 31 Cr (Micro Cap),-99999,Below Average,10,Risky,Flat,0,Sideways,23.0,Strong Sell,Sell
541634,,INE960Z01014,Minerals & Mining,Rs 26 Cr (Micro Cap),-99999,Below Average,10,Very Attractive,Flat,-0.87,Mildly Bearish,31.0,Sell,Strong Sell
541352,MEGASTAR,INE00EM01016,FMCG,Rs 288 Cr (Micro Cap),-99999,Average,10,Fair,Flat,-0.39,Mildly Bearish,40.0,Sell,Strong Sell
541729,HDFCAMC,INE127D01025,Capital Markets,"Rs 1,05,058 Cr (Large Cap)",-99999,Excellent,10,Very Expensive,Positive,1.39,Bullish,78.0,Buy,Hold
533315,,INE690J01011,Non Banking Financial Company (NBFC),Rs 190 Cr (Micro Cap),-99997,Does not qualify,-2,Risky,Flat,-1.2,Bearish,0.0,Not Rated,
541347,,INE295Z01015,Sugar,Rs 111 Cr (Micro Cap),-99997,Below Average,10,Attractive,Flat,-0.67,Mildly Bearish,28.0,Strong Sell,Sell
500645,DEEPAKFERT,INE501A01019,Fertilizers,"Rs 19,476 Cr (Mid Cap)",6,Good,-1,Fair,Positive,1.56,Bullish,75.0,Buy,Hold
541578,VARROC,INE665L01035,Auto Components & Equipments,"Rs 8,327 Cr (Mid Cap)",-99999,Average,10,Fair,Flat,0.11,Mildly Bullish,55.0,Hold,Sell
541701,,INE00SY01011,Iron & Steel Products,Rs 404 Cr (Micro Cap),-99999,Below Average,10,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
541338,,INE556Z01010,"Gems, Jewellery And Watches",Rs 9 Cr (Micro Cap),-99997,Below Average,10,Very Attractive,Flat,-0.93,Mildly Bearish,31.0,Sell,Strong Sell
543512,AVROIND,INE652Z01017,Diversified consumer products,Rs 247 Cr (Micro Cap),-99999,Average,10,Expensive,Flat,0.38,Mildly Bullish,52.0,Hold,Sell
541735,,INE299W01022,Construction,Rs 39 Cr (Micro Cap),,Below Average,,Risky,Positive,-0.47,Mildly Bearish,23.0,Strong Sell,Sell
543686,SIRCA,INE792Z01011,Paints,"Rs 2,013 Cr (Small Cap)",-99999,Average,10,Fair,Flat,0.22,Mildly Bullish,55.0,Hold,Sell
541540,SOLARA,INE624Z01016,Pharmaceuticals & Biotechnology,"Rs 1,712 Cr (Small Cap)",-99999,Below Average,10,Attractive,Positive,-0.94,Mildly Bearish,34.0,Sell,Strong Sell
541444,,INE838Z01012,Trading & Distributors,Rs 27 Cr (Micro Cap),-99999,Below Average,10,Attractive,Flat,-1.07,Bearish,23.0,Strong Sell,Sell
541771,,INE572Z01017,Diversified consumer products,Rs 25 Cr (Micro Cap),,Below Average,,Does not qualify,Flat,-1,Bearish,14.0,Strong Sell,Sell
541973,,INE004Z01011,Hotels & Resorts,Rs 23 Cr (Micro Cap),,Below Average,,Risky,Does not qualify,0.28,Mildly Bullish,0.0,Not Rated,Not Rated
541799,,INE266S01011,Media & Entertainment,Rs 12 Cr (Micro Cap),,Does not qualify,,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
541702,,INE694W01024,Trading & Distributors,Rs 34 Cr (Micro Cap),-99999,Below Average,10,Risky,Negative,-0.93,Mildly Bearish,9.0,Strong Sell,Sell
541402,AFFORDABLE,INE692Z01013,Industrial Manufacturing,Rs 490 Cr (Micro Cap),-99999,Below Average,10,Expensive,Positive,-0.39,Mildly Bearish,28.0,Strong Sell,Not Rated
542011,GRSE,INE382Z01011,Aerospace & Defense,"Rs 38,467 Cr (Large Cap)",,Excellent,,Very Expensive,Very Positive,1.5,Bullish,84.0,Strong Buy,Buy
541703,,INE00WY01013,Garments & Apparels,Rs 7 Cr (Micro Cap),-99999,Does not qualify,10,Very Expensive,Does not qualify,-0.61,Mildly Bearish,0.0,Not Rated,Not Rated
541741,,INE401Z01019,Beverages,Rs 613 Cr (Micro Cap),,Below Average,,Risky,Very Negative,-1.07,Bearish,1.0,Strong Sell,Sell
541865,,INE01B501018,E-Retail/ E-Commerce,Rs 30 Cr (Micro Cap),,Below Average,,Very Attractive,Positive,-0.2,Mildly Bearish,37.0,Sell,Strong Sell
541967,SKYGOLD,INE01IU01018,"Gems, Jewellery And Watches","Rs 5,463 Cr (Mid Cap)",,Good,,Fair,Very Positive,0,Sideways,64.0,Hold,Buy
541945,,INE01A501027,Construction,Rs 52 Cr (Micro Cap),,Below Average,,Risky,Does not qualify,,Does not qualify,0.0,Not Rated,Not Rated
542145,,INE02AP01013,Trading & Distributors,Rs 63 Cr (Micro Cap),,Below Average,,Very Expensive,Does not qualify,0.67,Mildly Bullish,0.0,Not Rated,Not Rated
542012,,INE911Z01017,Miscellaneous,Rs 639 Cr (Micro Cap),,Average,,Expensive,Positive,1.47,Bullish,65.0,Hold,Sell
543670,VINNY,INE01KI01027,Garments & Apparels,Rs 67 Cr (Micro Cap),,Below Average,,Attractive,Flat,-0.31,Mildly Bearish,28.0,Strong Sell,Sell
542019,,INE01J501010,Garments & Apparels,Rs 25 Cr (Micro Cap),,Below Average,,Risky,Flat,-0.6,Mildly Bearish,17.0,Strong Sell,Sell
541983,,INE492Y01011,Diversified Commercial Services,Rs 32 Cr (Micro Cap),,Below Average,,Very Expensive,Does not qualify,0.33,Mildly Bullish,0.0,Not Rated,Not Rated
542046,,INE647Z01025,Realty,Rs 74 Cr (Micro Cap),,Below Average,,Very Expensive,Negative,0,Sideways,18.0,Strong Sell,Sell
504959,,INE755D01015,Industrial Manufacturing,Rs 606 Cr (Micro Cap),1,Average,2,Expensive,Negative,-0.07,Sideways,34.0,Sell,Strong Sell
541988,AAVAS,INE216P01012,Housing Finance Company,"Rs 14,338 Cr (Mid Cap)",,Good,,Very Expensive,Flat,0.72,Mildly Bullish,58.0,Hold,Buy
541974,MANORAMA,INE00VM01036,FMCG,"Rs 8,296 Cr (Mid Cap)",,Good,,Very Expensive,Outstanding,1.28,Bullish,82.0,Strong Buy,Buy
542206,,INE139E01028,Garments & Apparels,Rs 36 Cr (Micro Cap),,Below Average,,Risky,Positive,1.2,Bullish,46.0,Sell,Strong Sell
542025,,INE206Z01020,Trading & Distributors,Rs 9 Cr (Micro Cap),,Below Average,,Attractive,Does not qualify,-0.6,Mildly Bearish,0.0,Not Rated,Not Rated
534742,ZUARI,INE840M01016,Fertilizers,Rs 916 Cr (Micro Cap),11,Below Average,-1,Very Attractive,Flat,1.17,Bullish,54.0,Hold,Sell
542232,SRD,INE01NE01012,Miscellaneous,Rs 384 Cr (Micro Cap),,Good,,Fair,Positive,-1.06,Bearish,47.0,Sell,Hold
542020,AKI,INE642Z01026,"Gems, Jewellery And Watches",Rs 72 Cr (Micro Cap),,Below Average,,Risky,Flat,-0.67,Mildly Bearish,17.0,Strong Sell,Sell
541929,SGIL,INE00QT01015,Castings & Forgings,Rs 828 Cr (Micro Cap),,Average,,Attractive,Positive,1.44,Bullish,68.0,Hold,Buy
505302,,INE718M01022,Industrial Manufacturing,Rs 149 Cr (Micro Cap),-99997,Average,-2,Very Expensive,Flat,-0.07,Sideways,41.0,Sell,Strong Sell
541778,,INE00IY01012,Specialty Chemicals,Rs 122 Cr (Micro Cap),,Average,,Very Attractive,Negative,-0.67,Mildly Bearish,37.0,Sell,Strong Sell
542066,ATGL,INE399L01023,Gas,"Rs 74,914 Cr (Large Cap)",,Good,,Does not qualify,Flat,-0.11,Mildly Bearish,48.0,Sell,Buy
542216,DALBHARAT,INE00R701025,Cement & Cement Products,"Rs 39,268 Cr (Large Cap)",,Average,,Very Expensive,Positive,1.5,Bullish,64.0,Hold,Sell
542233,TREJHARA,INE00CA01015,Computers - Software & Consulting,Rs 355 Cr (Micro Cap),,Below Average,,Very Expensive,Positive,-0.11,Mildly Bearish,27.0,Strong Sell,Sell
542146,,INE951Z01013,Realty,Rs 62 Cr (Micro Cap),,Does not qualify,,Very Expensive,Does not qualify,-0.7,Mildly Bearish,0.0,Not Rated,Not Rated
542013,,INE666Y01010,Tyres & Rubber Products,Rs 204 Cr (Micro Cap),,Average,,Expensive,Flat,-0.67,Mildly Bearish,37.0,Sell,Hold
542323,KPIGREEN,INE542W01025,Power,"Rs 10,094 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,-0.17,Mildly Bearish,47.0,Sell,Hold
542155,,INE01GR01018,Trading & Distributors,Rs 3 Cr (Micro Cap),,Below Average,,Does not qualify,Does not qualify,-0.44,Mildly Bearish,0.0,Not Rated,Not Rated
541770,CREDITACC,INE741K01010,Finance,"Rs 19,008 Cr (Mid Cap)",,Average,,Very Expensive,Negative,0.94,Mildly Bullish,42.0,Sell,Strong Sell
542399,CHALET,INE427F01016,Hotels & Resorts,"Rs 20,113 Cr (Mid Cap)",,Below Average,,Very Expensive,Positive,0.89,Mildly Bullish,43.0,Sell,Strong Sell
542333,RPSGVENT,INE425Y01011,Commercial Services & Supplies,"Rs 3,103 Cr (Small Cap)",,Average,,Very Attractive,Flat,0.06,Sideways,45.0,Sell,Hold
543668,BBTCL,INE01EE01011,Packaging,Rs 324 Cr (Micro Cap),,Below Average,,Fair,Negative,-0.22,Mildly Bearish,17.0,Strong Sell,Sell
542437,ANMOL,INE02AR01019,Miscellaneous,Rs 99 Cr (Micro Cap),,Below Average,,Attractive,Negative,-0.44,Mildly Bearish,20.0,Strong Sell,Sell
542248,,INE452W01019,Healthcare Services,Rs 51 Cr (Micro Cap),,Below Average,,Fair,Positive,-0.53,Mildly Bearish,31.0,Sell,Strong Sell
542057,,INE00SW01015,Construction,Rs 159 Cr (Micro Cap),,Below Average,,Attractive,Positive,-0.53,Mildly Bearish,34.0,Sell,Strong Sell
542597,MSTCLTD,INE255X01014,Trading & Distributors,"Rs 3,935 Cr (Small Cap)",,Average,,Does not qualify,Flat,-0.44,Mildly Bearish,36.0,Sell,Strong Sell
542579,,INE05FR01029,"Gems, Jewellery And Watches",Rs 224 Cr (Micro Cap),,Average,,Very Attractive,Flat,-0.93,Mildly Bearish,45.0,Sell,Hold
542446,0,INE793Z01027,Commercial Services & Supplies,Rs 24 Cr (Micro Cap),,Below Average,,Very Attractive,Does not qualify,-0.2,Mildly Bearish,0.0,Not Rated,Not Rated
541627,,INE173V01013,"Paper, Forest & Jute Products",Rs 3 Cr (Micro Cap),,Does not qualify,,Risky,Flat,0.53,Mildly Bullish,0.0,Not Rated,Sell
542367,XELPMOC,INE01P501012,Software Products,Rs 141 Cr (Micro Cap),,Below Average,,Risky,Flat,-0.89,Mildly Bearish,17.0,Strong Sell,Sell
542383,RITCO,INE01EG01016,Transport Services,Rs 826 Cr (Micro Cap),,Average,,Very Attractive,Positive,-0.22,Mildly Bearish,51.0,Hold,Sell
539383,,INE019D01016,Computers - Software & Consulting,Rs 5 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,-0.67,Mildly Bearish,17.0,Strong Sell,Sell
542484,ARVINDFASN,INE955V01021,Garments & Apparels,"Rs 6,130 Cr (Mid Cap)",,Average,,Very Attractive,Flat,-0.33,Mildly Bearish,45.0,Sell,Hold
538713,,INE011R01013,Software Products,Rs 159 Cr (Micro Cap),-99999,Average,-2,Very Attractive,Flat,-1.2,Bearish,40.0,Sell,Hold
540526,IRBINVIT,INE183W23014,Construction,"Rs 3,428 Cr (Small Cap)",,Below Average,,Does not qualify,Flat,-0.17,Mildly Bearish,20.0,Strong Sell,Sell
542459,,INE911T01010,Auto Components & Equipments,Rs 143 Cr (Micro Cap),,Below Average,,Risky,Flat,1.27,Bullish,40.0,Sell,Strong Sell
542599,,INE03WT01017,Hotels & Resorts,Rs 30 Cr (Micro Cap),,Below Average,,Very Expensive,Does not qualify,0.67,Mildly Bullish,0.0,Not Rated,Not Rated
500680,PFIZER,INE182A01018,Pharmaceuticals & Biotechnology,"Rs 26,318 Cr (Large Cap)",18,Good,2,Very Expensive,Positive,0.22,Mildly Bullish,64.0,Hold,Sell
542460,ANUP,INE294Z01018,Industrial Manufacturing,"Rs 5,608 Cr (Mid Cap)",,Good,,Very Expensive,Positive,-0.17,Mildly Bearish,48.0,Sell,Hold
542628,,INE01BL01012,Trading & Distributors,Rs 304 Cr (Micro Cap),,Average,,Very Attractive,Negative,-0.53,Mildly Bearish,37.0,Sell,Strong Sell
